"pop" "anc_chr_unit" "rr_mean" "delta_rr" "ratio_rr" "prop_rr"
"72" "LSSWE" 9 2.02893615991586 1.1760975719057 1.57966218708157 0.579662187081567
"73" "LSSWE" 10 3.56280101611781 0.542068616343657 1.15214675585063 0.152146755850631
"74" "LSSWE" 11 2.14960962494005 1.23427313940281 1.57418478456861 0.57418478456861
"75" "LSSWE" 12 3.04666285704886 -0.401648945920145 0.868167577193231 -0.131832422806769
"76" "LSSWE" 13 2.08626345612451 3.78660365890178 2.81501700937419 1.81501700937419
"77" "LSSWE" 14 3.24867608917138 2.45598927401035 1.75599696817936 0.75599696817936
"78" "LSSWE" 15 7.96068201550288 -3.29423451031794 0.586186899074396 -0.413813100925604
"79" "LSSWE" 16 2.25089319854123 1.75195962174508 1.7783397377008 0.778339737700795
"80" "LSSWE" 17 3.37392388212851 1.0195885381044 1.3021966629138 0.302196662913797
"81" "LSSWE" 18 1.90162172576085 2.52807351060431 2.32943028382409 1.32943028382409
"82" "LSSWE" 19 3.2836097363679 1.40240685007521 1.42709303561344 0.427093035613439
"83" "LSSWE" 20 2.04605820701376 2.79047555420225 2.36382999498092 1.36382999498092
"84" "LSSWE" 21 3.88304779840411 1.1705515674472 1.30145175342119 0.301451753421187
"85" "LSSWE" 22 2.29176321062534 2.15568208066542 1.94062164479777 0.940621644797768
"86" "LSSWE" 23 4.40429730242743 -0.24518195298571 0.944331198338818 -0.0556688016611817
"87" "LSSWE" 24 0.884202439891664 0.938247977239445 2.06112348813966 1.06112348813966
"88" "LSSWE" 25 0.65536360893181 11.7544142636859 18.9357140120195 17.9357140120195
"89" "LSSWE" 26 3.43520541419583 -3.43520541419583 0 -1
"90" "LSSWE" 27 1.371929100544 2.83872214371774 3.06914638853576 2.06914638853576
"91" "LSSWE" 28 3.56498213549167 0.947787133627042 1.26586027576161 0.265860275761614
"92" "LSSWE" 29 2.7506599383324 0.807310080124954 1.29349686919656 0.293496869196556
"93" "LSSWE" 30 4.29379049758646 -0.366735498045724 0.914589335867256 -0.0854106641327439
"94" "LSSWE" 31 4.12281347196057 0.77135318187315 1.18709388312597 0.187093883125966
"95" "LSSWE" 32 0.908358049678159 3.34533976717399 4.6828426503836 3.6828426503836
"96" "LSSWE" 33 2.42294368898886 2.57950569980319 2.06461644631934 1.06461644631934
"97" "LSSWE" 34 3.08259727265303 0.740094153627178 1.24008785065531 0.240087850655308
"98" "LSSWE" 35 2.75739104333172 2.47608556012567 1.89798128782411 0.897981287824106
"99" "LSSWE" 36 3.18210105770505 1.55421189563645 1.48842317307086 0.488423173070864
"100" "LSSWE" 37 3.32002484423358 2.18429569332877 1.65791546624194 0.657915466241943
"101" "LSSWE" 38 2.9246531836404 1.18468794344581 1.40506954809978 0.405069548099785
"102" "LSSWE" 39 2.82932087393575 3.34010594520209 2.18053274761862 1.18053274761862
"103" "LSSWE" 40 1.91504725424065 2.12390028887659 2.10905894576411 1.10905894576411
"104" "LSSWE" 41 3.19961357447757 -0.0316232433793338 0.99011654293769 -0.00988345706231016
"105" "LSSWE" 42 3.70859320180022 1.37630724260167 1.37111302526618 0.371113025266179
"106" "LSSWE" 43 3.03793354719709 3.96904935672778 2.30649643748454 1.30649643748454
"107" "LSSWE" 44 2.9024037837862 -2.9024037837862 0 -1
"108" "LSSWE" 45 4.00547513175106 1.86426670384624 1.46542960386107 0.465429603861066
"109" "LSSWE" 46 2.77710752341449 3.48900156653038 2.25634370909795 1.25634370909795
"110" "LSSWE" 47 3.82902119362127 0.488193811545358 1.1274983309987 0.127498330998699
"111" "LSSWE" 48 3.01560683073209 1.02232848331038 1.33901252407702 0.339012524077017
"112" "LSSWE" 49 5.44901490845885 -3.06933367042666 0.436717696319396 -0.563282303680605
"113" "LSSWE" 50 2.33801671532589 4.67870450431488 3.00114245276589 2.00114245276588
"114" "LSSWE" 51 3.53470131184396 0.701541509090655 1.19847264229652 0.198472642296523
"115" "LSSWE" 52 4.68039484432691 0.517577148035618 1.11058407789312 0.110584077893123
"116" "LSSWE" 53 4.65544535971518 -1.16382840781327 0.750007073891536 -0.249992926108464
"117" "LSSWE" 54 2.96370104706703 3.2373004021706 2.09231678592358 1.09231678592358
"118" "LSSWE" 55 2.27261334726626 5.15355020043633 3.26767576043481 2.26767576043481
"119" "LSSWE" 56 4.34661324550607 2.83673794488614 1.65263178126534 0.652631781265338
"120" "LSSWE" 57 5.20043761156216 1.17941361015602 1.22679122378736 0.226791223787365
"121" "LSSWE" 58 4.50912374062601 -2.11945136769129 0.529963804586778 -0.470036195413222
"122" "LSSWE" 59 4.07047581149603 -1.13589098035948 0.720943930645297 -0.279056069354703
"123" "LSSWE" 60 4.42826238138914 0.520248114591848 1.11748357928797 0.117483579287966
"124" "LSSWE" 61 3.43682711997045 2.43176131281677 1.70755997550371 0.707559975503706
