lg family ind nr_rec
18 T3 P10853_116_S46 1
18 T3 P10853_117_S47 1
18 T3 P10853_119_S49 1
18 T3 P10853_121_S51 1
18 T3 P10853_122_S52 1
18 T3 P10853_125_S55 1
18 T3 P10853_126_S56 1
18 T3 P10853_128_S58 1
18 T3 P10853_131_S61 1
18 T4 P10853_134_S64 1
18 T4 P10853_135_S65 1
18 T4 P10853_137_S67 1
18 T4 P10853_138_S68 1
18 T4 P10853_142_S72 1
18 T4 P10853_150_S79 1
18 T4 P10853_155_S84 1
18 T4 P10853_156_S85 1
18 T4 P10853_158_S87 1
18 T4 P10853_163_S92 1
18 T5 P10853_167_S96 1
18 T5 P10853_169_S98 1
18 T5 P10853_174_S103 1
18 T5 P10853_177_S105 1
18 T5 P10853_178_S106 1
18 T5 P10853_181_S109 1
18 T5 P10853_188_S116 1
18 T5 P10853_190_S118 1
18 T5 P10853_193_S121 1
18 T5 P14460_176_S76 1
18 T5 P14460_178_S78 1
18 T5 P14460_180_S80 1
18 T5 P14460_182_S82 1
18 T5 P14460_184_S84 1
18 T5 P14460_189_S89 1
18 T5 P14460_194_S94 1
18 T6 P14460_105_S5 1
18 T6 P14460_106_S6 1
18 T6 P14460_110_S10 1
18 T2 P14460_114_S14 1
18 T2 P14460_136_S36 1
18 T2 P14460_137_S37 1
18 T2 P14460_141_S41 1
18 T2 P14460_145_S45 1
18 T2 P14460_148_S48 1
18 T2 P14460_151_S51 1
18 S25 P14460_154_S54 1
18 S25 P14460_158_S58 1
18 S25 P14460_159_S59 1
18 S25 P14460_162_S62 1
19 T3 P10853_102_S32 2
19 T3 P10853_103_S33 1
19 T3 P10853_104_S34 1
19 T3 P10853_106_S36 1
19 T3 P10853_107_S37 1
19 T3 P10853_108_S38 1
19 T3 P10853_109_S39 1
19 T3 P10853_110_S40 1
19 T3 P10853_111_S41 1
19 T3 P10853_112_S42 1
19 T3 P10853_113_S43 1
19 T3 P10853_114_S44 2
19 T3 P10853_115_S45 1
19 T3 P10853_116_S46 1
19 T3 P10853_117_S47 1
19 T3 P10853_119_S49 2
19 T3 P10853_121_S51 1
19 T3 P10853_124_S54 1
19 T3 P10853_125_S55 1
19 T3 P10853_126_S56 1
19 T3 P10853_127_S57 1
19 T3 P10853_128_S58 1
19 T4 P10853_133_S63 1
19 T4 P10853_135_S65 1
19 T4 P10853_138_S68 1
19 T4 P10853_142_S72 1
19 T4 P10853_143_S73 1
19 T4 P10853_145_S75 1
19 T4 P10853_148_S77 1
19 T4 P10853_149_S78 1
19 T4 P10853_150_S79 1
19 T4 P10853_151_S80 1
19 T4 P10853_152_S81 1
19 T4 P10853_153_S82 1
19 T4 P10853_155_S84 1
19 T4 P10853_159_S88 1
19 T4 P10853_161_S90 1
19 T5 P10853_165_S94 1
19 T5 P10853_167_S96 1
19 T5 P10853_172_S101 1
19 T5 P10853_173_S102 1
19 T5 P10853_176_S104 2
19 T5 P10853_177_S105 1
19 T5 P10853_181_S109 1
19 T5 P10853_182_S110 1
19 T5 P10853_184_S112 1
19 T5 P10853_185_S113 1
19 T5 P10853_186_S114 1
19 T5 P10853_187_S115 1
19 T5 P10853_188_S116 1
19 T5 P10853_189_S117 1
19 T5 P10853_191_S119 2
19 T5 P10853_192_S120 1
19 T5 P10853_193_S121 1
19 T5 P10853_194_S122 1
19 T5 P10853_195_S123 1
19 T5 P14460_170_S70 1
19 T5 P14460_171_S71 1
19 T5 P14460_172_S72 1
19 T5 P14460_173_S73 1
19 T5 P14460_174_S74 1
19 T5 P14460_176_S76 2
19 T5 P14460_177_S77 1
19 T5 P14460_179_S79 1
19 T5 P14460_181_S81 1
19 T5 P14460_182_S82 1
19 T5 P14460_184_S84 1
19 T5 P14460_185_S85 1
19 T5 P14460_186_S86 1
19 T5 P14460_187_S87 1
19 T5 P14460_190_S90 1
19 T5 P14460_192_S92 1
19 T5 P14460_195_S95 1
19 T5 P14460_196_S96 1
19 T6 P14460_101_S1 1
19 T6 P14460_103_S3 1
19 T6 P14460_104_S4 1
19 T6 P14460_105_S5 1
19 T6 P14460_106_S6 1
19 T6 P14460_107_S7 1
19 T6 P14460_109_S9 1
19 T6 P14460_110_S10 2
19 T2 P14460_112_S12 1
19 T2 P14460_113_S13 2
19 T2 P14460_114_S14 1
19 T2 P14460_115_S15 1
19 T2 P14460_117_S17 1
19 T2 P14460_118_S18 1
19 T2 P14460_121_S21 1
19 T2 P14460_123_S23 1
19 T2 P14460_124_S24 1
19 T2 P14460_125_S25 1
19 T2 P14460_126_S26 1
19 T2 P14460_128_S28 1
19 T2 P14460_129_S29 1
19 T2 P14460_131_S31 1
19 T2 P14460_133_S33 1
19 T2 P14460_134_S34 1
19 T2 P14460_136_S36 1
19 T2 P14460_137_S37 1
19 T2 P14460_141_S41 1
19 T2 P14460_142_S42 1
19 T2 P14460_145_S45 1
19 T2 P14460_146_S46 1
19 T2 P14460_148_S48 1
19 T2 P14460_150_S50 1
19 T2 P14460_151_S51 1
19 T2 P14460_152_S52 1
19 S25 P14460_154_S54 1
19 S25 P14460_155_S55 1
19 S25 P14460_157_S57 1
19 S25 P14460_158_S58 1
19 S25 P14460_159_S59 1
19 S25 P14460_161_S61 1
19 S25 P14460_162_S62 1
19 S25 P14460_164_S64 1
19 S25 P14460_165_S65 1
20 T3 P10853_103_S33 1
20 T3 P10853_105_S35 1
20 T3 P10853_106_S36 1
20 T3 P10853_107_S37 1
20 T3 P10853_108_S38 1
20 T3 P10853_109_S39 1
20 T3 P10853_111_S41 1
20 T3 P10853_113_S43 1
20 T3 P10853_114_S44 1
20 T3 P10853_119_S49 1
20 T3 P10853_120_S50 1
20 T3 P10853_121_S51 1
20 T3 P10853_123_S53 1
20 T3 P10853_125_S55 1
20 T3 P10853_126_S56 1
20 T3 P10853_127_S57 1
20 T3 P10853_128_S58 1
20 T3 P10853_131_S61 1
20 T4 P10853_135_S65 1
20 T4 P10853_137_S67 1
20 T4 P10853_140_S70 1
20 T4 P10853_141_S71 1
20 T4 P10853_142_S72 1
20 T4 P10853_143_S73 1
20 T4 P10853_144_S74 1
20 T4 P10853_147_S76 1
20 T4 P10853_151_S80 1
20 T4 P10853_152_S81 1
20 T4 P10853_153_S82 1
20 T4 P10853_154_S83 1
20 T4 P10853_158_S87 1
20 T4 P10853_162_S91 1
20 T5 P10853_183_S111 1
20 T5 P14460_170_S70 1
20 T5 P14460_172_S72 1
20 T5 P14460_190_S90 1
20 T6 P14460_102_S2 1
20 T6 P14460_106_S6 1
20 T6 P14460_110_S10 1
20 T2 P14460_113_S13 1
20 T2 P14460_115_S15 1
20 T2 P14460_119_S19 1
20 T2 P14460_120_S20 1
20 T2 P14460_124_S24 1
20 T2 P14460_125_S25 1
20 T2 P14460_128_S28 1
20 T2 P14460_129_S29 1
20 T2 P14460_130_S30 1
20 T2 P14460_131_S31 1
20 T2 P14460_133_S33 1
20 T2 P14460_137_S37 1
20 T2 P14460_139_S39 1
20 T2 P14460_141_S41 1
20 T2 P14460_142_S42 1
20 T2 P14460_143_S43 1
20 T2 P14460_144_S44 1
20 T2 P14460_150_S50 1
20 T2 P14460_151_S51 1
20 T2 P14460_152_S52 1
20 S25 P14460_155_S55 1
20 S25 P14460_158_S58 1
20 S25 P14460_165_S65 1
20 S25 P14460_167_S67 1
21 T3 P10853_102_S32 1
21 T3 P10853_106_S36 1
21 T3 P10853_108_S38 1
21 T3 P10853_111_S41 1
21 T3 P10853_115_S45 1
21 T3 P10853_117_S47 1
21 T3 P10853_119_S49 1
21 T3 P10853_120_S50 1
21 T3 P10853_121_S51 1
21 T3 P10853_122_S52 1
21 T3 P10853_123_S53 1
21 T3 P10853_129_S59 1
21 T3 P10853_130_S60 1
21 T4 P10853_139_S69 1
21 T4 P10853_140_S70 1
21 T4 P10853_141_S71 1
21 T4 P10853_143_S73 1
21 T4 P10853_144_S74 1
21 T4 P10853_147_S76 1
21 T4 P10853_148_S77 1
21 T4 P10853_152_S81 1
21 T4 P10853_153_S82 1
21 T4 P10853_155_S84 1
21 T4 P10853_156_S85 1
21 T4 P10853_158_S87 1
21 T4 P10853_159_S88 1
21 T4 P10853_161_S90 1
21 T5 P10853_167_S96 1
21 T5 P10853_169_S98 1
21 T5 P10853_171_S100 1
21 T5 P10853_173_S102 1
21 T5 P10853_174_S103 1
21 T5 P10853_176_S104 1
21 T5 P10853_178_S106 1
21 T5 P10853_180_S108 1
21 T5 P10853_181_S109 1
21 T5 P10853_182_S110 1
21 T5 P10853_183_S111 1
21 T5 P10853_184_S112 1
21 T5 P10853_185_S113 1
21 T5 P10853_186_S114 1
21 T5 P10853_187_S115 1
21 T5 P10853_190_S118 1
21 T5 P10853_191_S119 1
21 T5 P10853_194_S122 1
21 T5 P14460_169_S69 1
21 T5 P14460_171_S71 1
21 T5 P14460_173_S73 1
21 T5 P14460_175_S75 1
21 T5 P14460_176_S76 1
21 T5 P14460_177_S77 1
21 T5 P14460_178_S78 1
21 T5 P14460_179_S79 1
21 T5 P14460_180_S80 2
21 T5 P14460_181_S81 1
21 T5 P14460_182_S82 1
21 T5 P14460_187_S87 1
21 T5 P14460_189_S89 1
21 T5 P14460_190_S90 1
21 T5 P14460_191_S91 1
21 T5 P14460_195_S95 1
21 T6 P14460_102_S2 1
21 T6 P14460_103_S3 1
21 T6 P14460_104_S4 1
21 T6 P14460_105_S5 1
21 T6 P14460_106_S6 1
21 T6 P14460_108_S8 1
21 T6 P14460_110_S10 1
21 T2 P14460_113_S13 1
21 T2 P14460_114_S14 1
21 T2 P14460_115_S15 1
21 T2 P14460_117_S17 1
21 T2 P14460_118_S18 1
21 T2 P14460_121_S21 1
21 T2 P14460_123_S23 1
21 T2 P14460_126_S26 1
21 T2 P14460_128_S28 1
21 T2 P14460_131_S31 1
21 T2 P14460_132_S32 1
21 T2 P14460_135_S35 1
21 T2 P14460_137_S37 1
21 T2 P14460_140_S40 1
21 T2 P14460_141_S41 1
21 T2 P14460_142_S42 1
21 T2 P14460_143_S43 1
21 T2 P14460_144_S44 1
21 T2 P14460_145_S45 1
21 T2 P14460_148_S48 1
21 T2 P14460_149_S49 1
21 T2 P14460_150_S50 1
21 T2 P14460_151_S51 1
21 T2 P14460_152_S52 1
21 S25 P14460_158_S58 1
21 S25 P14460_161_S61 1
21 S25 P14460_162_S62 1
21 S25 P14460_163_S63 1
21 S25 P14460_165_S65 1
2 T3 P10853_101_S31 1
2 T3 P10853_102_S32 1
2 T3 P10853_103_S33 1
2 T3 P10853_104_S34 1
2 T3 P10853_105_S35 1
2 T3 P10853_106_S36 1
2 T3 P10853_107_S37 1
2 T3 P10853_108_S38 1
2 T3 P10853_109_S39 1
2 T3 P10853_110_S40 1
2 T3 P10853_112_S42 1
2 T3 P10853_113_S43 1
2 T3 P10853_114_S44 1
2 T3 P10853_115_S45 1
2 T3 P10853_116_S46 1
2 T3 P10853_119_S49 1
2 T3 P10853_120_S50 1
2 T3 P10853_121_S51 1
2 T3 P10853_122_S52 1
2 T3 P10853_123_S53 1
2 T3 P10853_124_S54 1
2 T3 P10853_126_S56 1
2 T3 P10853_127_S57 1
2 T3 P10853_128_S58 1
2 T3 P10853_129_S59 1
2 T3 P10853_131_S61 1
2 T4 P10853_135_S65 1
2 T4 P10853_138_S68 1
2 T4 P10853_139_S69 1
2 T4 P10853_143_S73 1
2 T4 P10853_145_S75 1
2 T4 P10853_147_S76 1
2 T4 P10853_148_S77 1
2 T4 P10853_149_S78 1
2 T4 P10853_150_S79 1
2 T4 P10853_151_S80 1
2 T4 P10853_152_S81 1
2 T4 P10853_154_S83 1
2 T4 P10853_156_S85 1
2 T4 P10853_158_S87 1
2 T4 P10853_159_S88 1
2 T4 P10853_160_S89 1
2 T4 P10853_161_S90 1
2 T4 P10853_163_S92 1
2 T5 P10853_165_S94 1
2 T5 P10853_168_S97 1
2 T5 P10853_169_S98 1
2 T5 P10853_170_S99 1
2 T5 P10853_172_S101 1
2 T5 P10853_173_S102 1
2 T5 P10853_176_S104 1
2 T5 P10853_177_S105 1
2 T5 P10853_181_S109 1
2 T5 P10853_182_S110 1
2 T5 P10853_184_S112 1
2 T5 P10853_185_S113 1
2 T5 P10853_187_S115 1
2 T5 P10853_191_S119 1
2 T5 P10853_193_S121 1
2 T5 P10853_194_S122 1
2 T5 P10853_195_S123 1
2 T5 P14460_169_S69 1
2 T5 P14460_170_S70 1
2 T5 P14460_171_S71 1
2 T5 P14460_172_S72 1
2 T5 P14460_173_S73 1
2 T5 P14460_174_S74 1
2 T5 P14460_175_S75 1
2 T5 P14460_176_S76 1
2 T5 P14460_178_S78 1
2 T5 P14460_179_S79 1
2 T5 P14460_180_S80 1
2 T5 P14460_181_S81 1
2 T5 P14460_184_S84 1
2 T5 P14460_185_S85 1
2 T5 P14460_186_S86 1
2 T5 P14460_187_S87 1
2 T5 P14460_190_S90 1
2 T5 P14460_191_S91 1
2 T5 P14460_193_S93 1
2 T5 P14460_194_S94 1
2 T5 P14460_196_S96 1
2 T6 P14460_101_S1 2
2 T6 P14460_102_S2 2
2 T6 P14460_104_S4 1
2 T6 P14460_105_S5 1
2 T6 P14460_106_S6 1
2 T6 P14460_107_S7 1
2 T2 P14460_112_S12 1
2 T2 P14460_115_S15 1
2 T2 P14460_116_S16 1
2 T2 P14460_117_S17 1
2 T2 P14460_118_S18 1
2 T2 P14460_119_S19 1
2 T2 P14460_120_S20 1
2 T2 P14460_122_S22 1
2 T2 P14460_124_S24 2
2 T2 P14460_125_S25 1
2 T2 P14460_126_S26 1
2 T2 P14460_129_S29 1
2 T2 P14460_131_S31 1
2 T2 P14460_132_S32 1
2 T2 P14460_133_S33 1
2 T2 P14460_134_S34 1
2 T2 P14460_135_S35 1
2 T2 P14460_136_S36 1
2 T2 P14460_137_S37 1
2 T2 P14460_138_S38 1
2 T2 P14460_139_S39 1
2 T2 P14460_141_S41 1
2 T2 P14460_144_S44 2
2 T2 P14460_147_S47 1
2 T2 P14460_148_S48 1
2 T2 P14460_150_S50 1
2 T2 P14460_151_S51 1
2 T2 P14460_152_S52 1
2 S25 P14460_154_S54 1
2 S25 P14460_155_S55 1
2 S25 P14460_157_S57 1
2 S25 P14460_159_S59 1
2 S25 P14460_160_S60 1
2 S25 P14460_162_S62 1
2 S25 P14460_163_S63 1
2 S25 P14460_164_S64 1
2 S25 P14460_165_S65 1
22 T3 P10853_101_S31 1
22 T3 P10853_102_S32 1
22 T3 P10853_105_S35 1
22 T3 P10853_106_S36 1
22 T3 P10853_107_S37 1
22 T3 P10853_108_S38 1
22 T3 P10853_109_S39 2
22 T3 P10853_110_S40 1
22 T3 P10853_111_S41 1
22 T3 P10853_114_S44 1
22 T3 P10853_115_S45 1
22 T3 P10853_116_S46 1
22 T3 P10853_118_S48 1
22 T3 P10853_119_S49 2
22 T3 P10853_121_S51 1
22 T3 P10853_123_S53 1
22 T3 P10853_124_S54 1
22 T3 P10853_125_S55 1
22 T3 P10853_126_S56 2
22 T3 P10853_127_S57 2
22 T4 P10853_135_S65 1
22 T4 P10853_138_S68 1
22 T4 P10853_141_S71 1
22 T4 P10853_142_S72 1
22 T4 P10853_144_S74 1
22 T4 P10853_147_S76 1
22 T4 P10853_148_S77 1
22 T4 P10853_149_S78 1
22 T4 P10853_150_S79 1
22 T4 P10853_153_S82 1
22 T4 P10853_154_S83 1
22 T4 P10853_155_S84 1
22 T4 P10853_156_S85 1
22 T4 P10853_159_S88 1
22 T4 P10853_162_S91 2
22 T4 P10853_163_S92 1
22 T5 P10853_165_S94 1
22 T5 P10853_167_S96 1
22 T5 P10853_168_S97 1
22 T5 P10853_170_S99 1
22 T5 P10853_172_S101 1
22 T5 P10853_173_S102 1
22 T5 P10853_182_S110 1
22 T5 P10853_183_S111 1
22 T5 P10853_185_S113 1
22 T5 P10853_186_S114 1
22 T5 P10853_188_S116 1
22 T5 P10853_190_S118 1
22 T5 P10853_191_S119 1
22 T5 P14460_173_S73 1
22 T5 P14460_175_S75 1
22 T5 P14460_176_S76 1
22 T5 P14460_177_S77 1
22 T5 P14460_178_S78 1
22 T5 P14460_179_S79 1
22 T5 P14460_180_S80 1
22 T5 P14460_184_S84 1
22 T5 P14460_186_S86 1
22 T5 P14460_189_S89 1
22 T5 P14460_190_S90 1
22 T6 P14460_101_S1 1
22 T6 P14460_103_S3 1
22 T6 P14460_105_S5 1
22 T6 P14460_106_S6 1
22 T6 P14460_109_S9 1
22 T6 P14460_110_S10 1
22 T2 P14460_112_S12 1
22 T2 P14460_113_S13 1
22 T2 P14460_115_S15 1
22 T2 P14460_116_S16 1
22 T2 P14460_118_S18 1
22 T2 P14460_119_S19 1
22 T2 P14460_123_S23 1
22 T2 P14460_124_S24 1
22 T2 P14460_126_S26 1
22 T2 P14460_128_S28 1
22 T2 P14460_129_S29 1
22 T2 P14460_130_S30 2
22 T2 P14460_131_S31 1
22 T2 P14460_132_S32 1
22 T2 P14460_135_S35 1
22 T2 P14460_137_S37 1
22 T2 P14460_138_S38 1
22 T2 P14460_139_S39 1
22 T2 P14460_140_S40 1
22 T2 P14460_141_S41 1
22 T2 P14460_142_S42 1
22 T2 P14460_143_S43 1
22 T2 P14460_144_S44 1
22 T2 P14460_145_S45 1
22 T2 P14460_146_S46 1
22 T2 P14460_147_S47 1
22 T2 P14460_148_S48 1
22 T2 P14460_150_S50 1
22 T2 P14460_151_S51 1
22 S25 P14460_154_S54 1
22 S25 P14460_156_S56 1
22 S25 P14460_157_S57 1
22 S25 P14460_158_S58 1
22 S25 P14460_159_S59 1
22 S25 P14460_161_S61 1
22 S25 P14460_162_S62 1
22 S25 P14460_163_S63 1
22 S25 P14460_164_S64 1
22 S25 P14460_165_S65 1
22 S25 P14460_167_S67 1
23 T3 P10853_101_S31 1
23 T3 P10853_102_S32 1
23 T3 P10853_108_S38 1
23 T3 P10853_109_S39 1
23 T3 P10853_110_S40 1
23 T3 P10853_113_S43 1
23 T3 P10853_115_S45 1
23 T3 P10853_117_S47 1
23 T3 P10853_120_S50 1
23 T3 P10853_121_S51 1
23 T3 P10853_122_S52 1
23 T3 P10853_125_S55 1
23 T3 P10853_126_S56 1
23 T3 P10853_128_S58 1
23 T3 P10853_131_S61 1
23 T4 P10853_133_S63 1
23 T4 P10853_135_S65 1
23 T4 P10853_138_S68 1
23 T4 P10853_139_S69 1
23 T4 P10853_140_S70 1
23 T4 P10853_142_S72 1
23 T4 P10853_144_S74 1
23 T4 P10853_145_S75 2
23 T4 P10853_149_S78 1
23 T4 P10853_150_S79 1
23 T4 P10853_151_S80 1
23 T4 P10853_153_S82 1
23 T4 P10853_155_S84 1
23 T4 P10853_156_S85 1
23 T4 P10853_158_S87 1
23 T4 P10853_161_S90 1
23 T4 P10853_163_S92 1
23 T5 P10853_165_S94 1
23 T5 P10853_167_S96 1
23 T5 P10853_169_S98 1
23 T5 P10853_170_S99 1
23 T5 P10853_172_S101 1
23 T5 P10853_174_S103 1
23 T5 P10853_177_S105 1
23 T5 P10853_186_S114 1
23 T5 P10853_191_S119 1
23 T5 P10853_192_S120 1
23 T5 P10853_193_S121 1
23 T5 P14460_171_S71 1
23 T5 P14460_172_S72 1
23 T5 P14460_174_S74 1
23 T5 P14460_175_S75 1
23 T5 P14460_176_S76 1
23 T5 P14460_177_S77 1
23 T5 P14460_178_S78 1
23 T5 P14460_179_S79 1
23 T5 P14460_184_S84 1
23 T5 P14460_187_S87 1
23 T5 P14460_188_S88 1
23 T5 P14460_189_S89 1
23 T5 P14460_190_S90 1
23 T5 P14460_191_S91 1
23 T5 P14460_194_S94 1
23 T6 P14460_102_S2 1
23 T6 P14460_104_S4 1
23 T6 P14460_105_S5 1
23 T6 P14460_109_S9 1
23 T6 P14460_110_S10 1
23 T2 P14460_115_S15 1
23 T2 P14460_117_S17 1
23 T2 P14460_118_S18 1
23 T2 P14460_119_S19 1
23 T2 P14460_122_S22 1
23 T2 P14460_123_S23 1
23 T2 P14460_124_S24 1
23 T2 P14460_125_S25 1
23 T2 P14460_126_S26 1
23 T2 P14460_127_S27 1
23 T2 P14460_128_S28 1
23 T2 P14460_129_S29 1
23 T2 P14460_130_S30 1
23 T2 P14460_136_S36 1
23 T2 P14460_137_S37 1
23 T2 P14460_140_S40 1
23 T2 P14460_141_S41 1
23 T2 P14460_143_S43 1
23 T2 P14460_145_S45 1
23 T2 P14460_146_S46 1
23 T2 P14460_147_S47 1
23 T2 P14460_148_S48 1
23 T2 P14460_149_S49 1
23 T2 P14460_150_S50 1
23 T2 P14460_151_S51 1
23 S25 P14460_156_S56 1
23 S25 P14460_157_S57 1
23 S25 P14460_159_S59 1
23 S25 P14460_164_S64 1
24 T3 P10853_102_S32 1
24 T3 P10853_105_S35 1
24 T3 P10853_106_S36 1
24 T3 P10853_107_S37 1
24 T3 P10853_108_S38 1
24 T3 P10853_109_S39 1
24 T3 P10853_112_S42 1
24 T3 P10853_113_S43 1
24 T3 P10853_119_S49 1
24 T3 P10853_122_S52 1
24 T3 P10853_123_S53 1
24 T3 P10853_124_S54 1
24 T3 P10853_125_S55 1
24 T3 P10853_130_S60 1
24 T3 P10853_131_S61 1
24 T4 P10853_134_S64 1
24 T4 P10853_137_S67 1
24 T4 P10853_141_S71 1
24 T4 P10853_142_S72 1
24 T4 P10853_144_S74 1
24 T4 P10853_145_S75 1
24 T4 P10853_148_S77 1
24 T4 P10853_149_S78 1
24 T4 P10853_150_S79 1
24 T4 P10853_154_S83 1
24 T4 P10853_155_S84 1
24 T4 P10853_159_S88 1
24 T4 P10853_162_S91 1
24 T5 P10853_165_S94 1
24 T5 P10853_168_S97 1
24 T5 P10853_169_S98 1
24 T5 P10853_170_S99 1
24 T5 P10853_172_S101 1
24 T5 P10853_173_S102 1
24 T5 P10853_176_S104 1
24 T5 P10853_181_S109 1
24 T5 P10853_182_S110 1
24 T5 P10853_184_S112 1
24 T5 P10853_185_S113 1
24 T5 P10853_186_S114 1
24 T5 P10853_187_S115 1
24 T5 P10853_191_S119 1
24 T5 P14460_171_S71 1
24 T5 P14460_174_S74 1
24 T5 P14460_175_S75 1
24 T5 P14460_179_S79 1
24 T5 P14460_180_S80 1
24 T5 P14460_182_S82 1
24 T5 P14460_184_S84 1
24 T5 P14460_185_S85 1
24 T5 P14460_186_S86 1
24 T5 P14460_188_S88 1
24 T5 P14460_189_S89 1
24 T5 P14460_191_S91 1
24 T5 P14460_194_S94 1
24 T6 P14460_101_S1 1
24 T6 P14460_102_S2 1
24 T6 P14460_104_S4 1
24 T6 P14460_105_S5 1
24 T6 P14460_106_S6 1
24 T6 P14460_107_S7 1
24 T2 P14460_112_S12 1
24 T2 P14460_118_S18 1
24 T2 P14460_119_S19 1
24 T2 P14460_122_S22 1
24 T2 P14460_124_S24 1
24 T2 P14460_125_S25 1
24 T2 P14460_126_S26 1
24 T2 P14460_127_S27 1
24 T2 P14460_130_S30 1
24 T2 P14460_131_S31 1
24 T2 P14460_132_S32 1
24 T2 P14460_133_S33 1
24 T2 P14460_135_S35 1
24 T2 P14460_137_S37 1
24 T2 P14460_138_S38 1
24 T2 P14460_140_S40 1
24 T2 P14460_141_S41 1
24 T2 P14460_144_S44 1
24 T2 P14460_146_S46 1
24 S25 P14460_155_S55 1
24 S25 P14460_158_S58 1
24 S25 P14460_159_S59 1
24 S25 P14460_161_S61 1
24 S25 P14460_162_S62 1
24 S25 P14460_166_S66 1
24 S25 P14460_167_S67 1
25 T3 P10853_102_S32 1
25 T3 P10853_104_S34 2
25 T3 P10853_106_S36 2
25 T3 P10853_109_S39 1
25 T3 P10853_110_S40 1
25 T3 P10853_111_S41 2
25 T3 P10853_114_S44 1
25 T3 P10853_115_S45 1
25 T3 P10853_116_S46 1
25 T3 P10853_117_S47 1
25 T3 P10853_118_S48 2
25 T3 P10853_119_S49 1
25 T3 P10853_120_S50 1
25 T3 P10853_122_S52 1
25 T3 P10853_123_S53 1
25 T3 P10853_124_S54 1
25 T3 P10853_125_S55 1
25 T3 P10853_127_S57 1
25 T3 P10853_128_S58 1
25 T3 P10853_130_S60 1
25 T3 P10853_131_S61 1
25 T4 P10853_133_S63 1
25 T4 P10853_134_S64 1
25 T4 P10853_135_S65 1
25 T4 P10853_139_S69 1
25 T4 P10853_142_S72 1
25 T4 P10853_144_S74 1
25 T4 P10853_145_S75 1
25 T4 P10853_147_S76 1
25 T4 P10853_148_S77 1
25 T4 P10853_149_S78 2
25 T4 P10853_150_S79 1
25 T4 P10853_151_S80 1
25 T4 P10853_152_S81 2
25 T4 P10853_153_S82 1
25 T4 P10853_155_S84 1
25 T4 P10853_156_S85 1
25 T4 P10853_159_S88 1
25 T4 P10853_161_S90 2
25 T4 P10853_162_S91 1
25 T4 P10853_163_S92 1
25 T5 P10853_167_S96 2
25 T5 P10853_168_S97 1
25 T5 P10853_169_S98 2
25 T5 P10853_170_S99 1
25 T5 P10853_171_S100 1
25 T5 P10853_174_S103 1
25 T5 P10853_176_S104 1
25 T5 P10853_177_S105 1
25 T5 P10853_180_S108 1
25 T5 P10853_181_S109 2
25 T5 P10853_182_S110 1
25 T5 P10853_183_S111 1
25 T5 P10853_185_S113 1
25 T5 P10853_186_S114 1
25 T5 P10853_187_S115 1
25 T5 P10853_188_S116 1
25 T5 P10853_189_S117 2
25 T5 P10853_191_S119 2
25 T5 P10853_192_S120 1
25 T5 P10853_193_S121 1
25 T5 P14460_169_S69 1
25 T5 P14460_170_S70 2
25 T5 P14460_171_S71 1
25 T5 P14460_173_S73 1
25 T5 P14460_174_S74 2
25 T5 P14460_177_S77 1
25 T5 P14460_181_S81 1
25 T5 P14460_184_S84 1
25 T5 P14460_185_S85 2
25 T5 P14460_187_S87 1
25 T5 P14460_188_S88 1
25 T5 P14460_191_S91 1
25 T5 P14460_192_S92 1
25 T5 P14460_193_S93 1
25 T5 P14460_194_S94 1
25 T5 P14460_196_S96 1
25 T6 P14460_102_S2 1
25 T6 P14460_103_S3 2
25 T6 P14460_104_S4 1
25 T6 P14460_107_S7 1
25 T6 P14460_110_S10 1
25 T2 P14460_113_S13 1
25 T2 P14460_119_S19 1
25 T2 P14460_121_S21 1
25 T2 P14460_122_S22 1
25 T2 P14460_123_S23 1
25 T2 P14460_125_S25 1
25 T2 P14460_126_S26 2
25 T2 P14460_127_S27 1
25 T2 P14460_128_S28 1
25 T2 P14460_129_S29 1
25 T2 P14460_131_S31 1
25 T2 P14460_132_S32 1
25 T2 P14460_133_S33 1
25 T2 P14460_136_S36 1
25 T2 P14460_141_S41 1
25 T2 P14460_142_S42 1
25 T2 P14460_143_S43 1
25 T2 P14460_144_S44 1
25 T2 P14460_146_S46 1
25 T2 P14460_147_S47 1
25 T2 P14460_148_S48 1
25 T2 P14460_149_S49 1
25 T2 P14460_152_S52 1
25 S25 P14460_154_S54 1
25 S25 P14460_155_S55 1
25 S25 P14460_156_S56 1
25 S25 P14460_157_S57 1
25 S25 P14460_158_S58 1
25 S25 P14460_159_S59 1
25 S25 P14460_160_S60 1
25 S25 P14460_161_S61 1
25 S25 P14460_162_S62 1
25 S25 P14460_163_S63 1
25 S25 P14460_165_S65 2
25 S25 P14460_167_S67 1
26 T3 P10853_104_S34 1
26 T3 P10853_105_S35 1
26 T3 P10853_107_S37 1
26 T3 P10853_108_S38 1
26 T3 P10853_109_S39 1
26 T3 P10853_111_S41 1
26 T3 P10853_113_S43 1
26 T3 P10853_115_S45 1
26 T3 P10853_116_S46 1
26 T3 P10853_117_S47 1
26 T3 P10853_118_S48 1
26 T3 P10853_120_S50 1
26 T3 P10853_124_S54 1
26 T3 P10853_126_S56 1
26 T3 P10853_127_S57 1
26 T3 P10853_128_S58 1
26 T4 P10853_134_S64 1
26 T4 P10853_138_S68 1
26 T4 P10853_141_S71 1
26 T4 P10853_142_S72 1
26 T4 P10853_144_S74 1
