lg family ind nr_rec
26 T4 P10853_147_S76 1
26 T4 P10853_149_S78 1
26 T4 P10853_151_S80 1
26 T4 P10853_152_S81 1
26 T4 P10853_155_S84 1
26 T4 P10853_158_S87 1
26 T4 P10853_160_S89 1
26 T4 P10853_161_S90 1
26 T5 P10853_165_S94 1
26 T5 P10853_168_S97 1
26 T5 P10853_171_S100 1
26 T5 P10853_173_S102 1
26 T5 P10853_177_S105 1
26 T5 P10853_178_S106 1
26 T5 P10853_182_S110 1
26 T5 P10853_184_S112 1
26 T5 P10853_185_S113 1
26 T5 P10853_186_S114 1
26 T5 P10853_187_S115 1
26 T5 P10853_191_S119 1
26 T5 P10853_195_S123 1
26 T5 P14460_172_S72 1
26 T5 P14460_174_S74 1
26 T5 P14460_176_S76 1
26 T5 P14460_177_S77 1
26 T5 P14460_178_S78 1
26 T5 P14460_179_S79 1
26 T5 P14460_180_S80 1
26 T5 P14460_183_S83 1
26 T5 P14460_185_S85 1
26 T5 P14460_187_S87 1
26 T5 P14460_188_S88 1
26 T5 P14460_191_S91 1
26 T5 P14460_192_S92 1
26 T5 P14460_193_S93 1
26 T5 P14460_195_S95 1
26 T5 P14460_196_S96 1
26 T6 P14460_101_S1 1
26 T6 P14460_108_S8 1
26 T6 P14460_110_S10 1
26 T2 P14460_114_S14 1
26 T2 P14460_115_S15 1
26 T2 P14460_117_S17 1
26 T2 P14460_118_S18 1
26 T2 P14460_120_S20 1
26 T2 P14460_121_S21 1
26 T2 P14460_122_S22 1
26 T2 P14460_125_S25 1
26 T2 P14460_126_S26 1
26 T2 P14460_127_S27 1
26 T2 P14460_128_S28 1
26 T2 P14460_129_S29 1
26 T2 P14460_130_S30 1
26 T2 P14460_131_S31 1
26 T2 P14460_132_S32 1
26 T2 P14460_133_S33 1
26 T2 P14460_134_S34 1
26 T2 P14460_136_S36 1
26 T2 P14460_137_S37 1
26 T2 P14460_139_S39 1
26 T2 P14460_140_S40 1
26 T2 P14460_141_S41 1
26 T2 P14460_142_S42 1
26 T2 P14460_152_S52 1
26 S25 P14460_156_S56 1
26 S25 P14460_157_S57 1
26 S25 P14460_158_S58 1
26 S25 P14460_162_S62 1
26 S25 P14460_167_S67 1
27 T4 P10853_137_S67 1
27 T4 P10853_140_S70 1
27 T4 P10853_141_S71 1
27 T4 P10853_142_S72 1
27 T4 P10853_144_S74 1
27 T4 P10853_145_S75 1
27 T4 P10853_148_S77 1
27 T4 P10853_149_S78 1
27 T4 P10853_152_S81 1
27 T4 P10853_153_S82 1
27 T4 P10853_154_S83 1
27 T4 P10853_158_S87 1
27 T4 P10853_159_S88 1
27 T4 P10853_161_S90 1
27 T4 P10853_162_S91 1
27 T4 P10853_163_S92 1
27 T5 P10853_165_S94 1
27 T5 P10853_167_S96 1
27 T5 P10853_169_S98 1
27 T5 P10853_170_S99 1
27 T5 P10853_171_S100 1
27 T5 P10853_172_S101 1
27 T5 P10853_180_S108 1
27 T5 P10853_181_S109 1
27 T5 P10853_182_S110 1
27 T5 P10853_185_S113 1
27 T5 P10853_186_S114 1
27 T5 P10853_190_S118 1
27 T5 P10853_192_S120 1
27 T5 P10853_193_S121 1
27 T5 P14460_169_S69 1
27 T5 P14460_171_S71 1
27 T5 P14460_172_S72 1
27 T5 P14460_173_S73 1
27 T5 P14460_176_S76 1
27 T5 P14460_178_S78 1
27 T5 P14460_180_S80 1
27 T5 P14460_183_S83 1
27 T5 P14460_184_S84 1
27 T5 P14460_186_S86 1
27 T5 P14460_196_S96 1
27 T6 P14460_101_S1 1
27 T6 P14460_102_S2 1
27 T6 P14460_105_S5 1
27 T6 P14460_106_S6 1
27 T6 P14460_109_S9 1
27 T6 P14460_110_S10 1
27 T2 P14460_112_S12 1
27 T2 P14460_113_S13 1
27 T2 P14460_114_S14 1
27 T2 P14460_116_S16 1
27 T2 P14460_117_S17 1
27 T2 P14460_118_S18 1
27 T2 P14460_119_S19 1
27 T2 P14460_120_S20 1
27 T2 P14460_129_S29 1
27 T2 P14460_135_S35 1
27 T2 P14460_136_S36 1
27 T2 P14460_140_S40 1
27 T2 P14460_143_S43 1
27 T2 P14460_145_S45 1
27 T2 P14460_148_S48 1
27 T2 P14460_149_S49 1
27 T2 P14460_150_S50 1
27 T2 P14460_151_S51 1
28 T3 P10853_101_S31 1
28 T3 P10853_103_S33 1
28 T3 P10853_104_S34 1
28 T3 P10853_107_S37 1
28 T3 P10853_108_S38 1
28 T3 P10853_111_S41 1
28 T3 P10853_112_S42 1
28 T3 P10853_115_S45 1
28 T3 P10853_116_S46 1
28 T3 P10853_118_S48 1
28 T3 P10853_119_S49 1
28 T3 P10853_121_S51 1
28 T3 P10853_124_S54 1
28 T3 P10853_127_S57 1
28 T3 P10853_128_S58 1
28 T4 P10853_138_S68 1
28 T4 P10853_140_S70 1
28 T4 P10853_141_S71 1
28 T4 P10853_149_S78 1
28 T4 P10853_150_S79 1
28 T4 P10853_153_S82 1
28 T4 P10853_154_S83 1
28 T4 P10853_161_S90 1
28 T4 P10853_163_S92 1
28 T5 P10853_165_S94 1
28 T5 P10853_166_S95 1
28 T5 P10853_169_S98 1
28 T5 P10853_171_S100 1
28 T5 P10853_172_S101 1
28 T5 P10853_174_S103 1
28 T5 P10853_178_S106 1
28 T5 P10853_180_S108 1
28 T5 P10853_181_S109 1
28 T5 P10853_182_S110 1
28 T5 P10853_188_S116 1
28 T5 P10853_189_S117 1
28 T5 P10853_191_S119 1
28 T5 P10853_195_S123 1
28 T5 P14460_169_S69 1
28 T5 P14460_171_S71 1
28 T5 P14460_174_S74 1
28 T5 P14460_175_S75 1
28 T5 P14460_176_S76 1
28 T5 P14460_179_S79 1
28 T5 P14460_181_S81 1
28 T5 P14460_184_S84 1
28 T5 P14460_186_S86 1
28 T5 P14460_188_S88 1
28 T5 P14460_189_S89 1
28 T5 P14460_190_S90 1
28 T5 P14460_191_S91 1
28 T5 P14460_194_S94 1
28 T2 P14460_113_S13 1
28 T2 P14460_115_S15 1
28 T2 P14460_117_S17 1
28 T2 P14460_119_S19 1
28 T2 P14460_120_S20 1
28 T2 P14460_123_S23 1
28 T2 P14460_124_S24 1
28 T2 P14460_125_S25 1
28 T2 P14460_129_S29 1
28 T2 P14460_131_S31 1
28 T2 P14460_133_S33 1
28 T2 P14460_135_S35 1
28 T2 P14460_136_S36 1
28 T2 P14460_137_S37 1
28 T2 P14460_138_S38 1
28 T2 P14460_139_S39 1
28 T2 P14460_140_S40 1
28 T2 P14460_146_S46 1
28 T2 P14460_147_S47 1
28 T2 P14460_150_S50 1
28 S25 P14460_158_S58 1
28 S25 P14460_159_S59 1
28 S25 P14460_160_S60 1
28 S25 P14460_161_S61 1
28 S25 P14460_162_S62 1
28 S25 P14460_164_S64 1
28 S25 P14460_166_S66 1
29 T3 P10853_102_S32 1
29 T3 P10853_104_S34 1
29 T3 P10853_106_S36 1
29 T3 P10853_107_S37 1
29 T3 P10853_109_S39 1
29 T3 P10853_110_S40 1
29 T3 P10853_112_S42 1
29 T3 P10853_113_S43 1
29 T3 P10853_115_S45 1
29 T3 P10853_116_S46 1
29 T3 P10853_117_S47 1
29 T3 P10853_123_S53 1
29 T3 P10853_124_S54 1
29 T3 P10853_125_S55 1
29 T3 P10853_126_S56 1
29 T3 P10853_128_S58 1
29 T3 P10853_130_S60 1
29 T3 P10853_131_S61 1
29 T4 P10853_134_S64 1
29 T4 P10853_139_S69 1
29 T4 P10853_141_S71 1
29 T4 P10853_142_S72 1
29 T4 P10853_143_S73 1
29 T4 P10853_145_S75 1
29 T4 P10853_148_S77 1
29 T4 P10853_153_S82 1
29 T4 P10853_155_S84 1
29 T4 P10853_156_S85 1
29 T4 P10853_162_S91 1
29 T4 P10853_163_S92 1
29 T5 P10853_165_S94 1
29 T5 P10853_167_S96 1
29 T5 P10853_169_S98 1
29 T5 P10853_170_S99 1
29 T5 P10853_173_S102 1
29 T5 P10853_174_S103 1
29 T5 P10853_176_S104 1
29 T5 P10853_180_S108 1
29 T5 P10853_187_S115 1
29 T5 P10853_190_S118 1
29 T5 P10853_193_S121 1
29 T5 P10853_194_S122 1
29 T5 P14460_170_S70 1
29 T5 P14460_171_S71 1
29 T5 P14460_175_S75 1
29 T5 P14460_177_S77 1
29 T5 P14460_179_S79 1
29 T5 P14460_180_S80 1
29 T5 P14460_183_S83 1
29 T5 P14460_184_S84 1
29 T5 P14460_185_S85 1
29 T5 P14460_187_S87 1
29 T5 P14460_189_S89 1
29 T5 P14460_195_S95 1
29 T6 P14460_102_S2 1
29 T6 P14460_103_S3 1
29 T6 P14460_105_S5 1
29 T6 P14460_110_S10 1
29 T2 P14460_113_S13 1
29 T2 P14460_115_S15 1
29 T2 P14460_123_S23 1
29 T2 P14460_124_S24 1
29 T2 P14460_125_S25 1
29 T2 P14460_126_S26 1
29 T2 P14460_127_S27 1
29 T2 P14460_129_S29 1
29 T2 P14460_130_S30 1
29 T2 P14460_131_S31 1
29 T2 P14460_132_S32 1
29 T2 P14460_133_S33 1
29 T2 P14460_135_S35 1
29 T2 P14460_137_S37 1
29 T2 P14460_138_S38 1
29 T2 P14460_139_S39 1
29 T2 P14460_140_S40 1
29 T2 P14460_141_S41 1
29 T2 P14460_143_S43 1
29 T2 P14460_144_S44 1
29 T2 P14460_146_S46 1
29 T2 P14460_147_S47 1
29 T2 P14460_149_S49 1
29 T2 P14460_150_S50 1
29 S25 P14460_154_S54 1
29 S25 P14460_156_S56 1
29 S25 P14460_158_S58 1
29 S25 P14460_159_S59 1
29 S25 P14460_161_S61 1
29 S25 P14460_163_S63 1
29 S25 P14460_164_S64 1
29 S25 P14460_167_S67 1
3 T3 P10853_101_S31 1
3 T3 P10853_102_S32 1
3 T3 P10853_103_S33 1
3 T3 P10853_104_S34 1
3 T3 P10853_107_S37 1
3 T3 P10853_109_S39 1
3 T3 P10853_110_S40 1
3 T3 P10853_113_S43 1
3 T3 P10853_125_S55 1
3 T3 P10853_129_S59 1
3 T3 P10853_130_S60 1
3 T3 P10853_131_S61 1
3 T4 P10853_134_S64 1
3 T4 P10853_137_S67 1
3 T4 P10853_138_S68 1
3 T4 P10853_139_S69 2
3 T4 P10853_140_S70 2
3 T4 P10853_141_S71 1
3 T4 P10853_142_S72 1
3 T4 P10853_144_S74 1
3 T4 P10853_145_S75 1
3 T4 P10853_147_S76 1
3 T4 P10853_148_S77 1
3 T4 P10853_149_S78 1
3 T4 P10853_151_S80 1
3 T4 P10853_153_S82 1
3 T4 P10853_155_S84 1
3 T4 P10853_158_S87 1
3 T4 P10853_159_S88 1
3 T4 P10853_160_S89 1
3 T4 P10853_161_S90 1
3 T5 P10853_165_S94 2
3 T5 P10853_166_S95 1
3 T5 P10853_170_S99 1
3 T5 P10853_171_S100 1
3 T5 P10853_172_S101 1
3 T5 P10853_173_S102 1
3 T5 P10853_176_S104 2
3 T5 P10853_177_S105 1
3 T5 P10853_178_S106 1
3 T5 P10853_180_S108 1
3 T5 P10853_181_S109 1
3 T5 P10853_183_S111 2
3 T5 P10853_184_S112 1
3 T5 P10853_185_S113 1
3 T5 P10853_186_S114 1
3 T5 P10853_187_S115 1
3 T5 P10853_188_S116 1
3 T5 P10853_191_S119 1
3 T5 P10853_193_S121 1
3 T5 P10853_194_S122 1
3 T5 P14460_170_S70 1
3 T5 P14460_172_S72 1
3 T5 P14460_173_S73 1
3 T5 P14460_175_S75 1
3 T5 P14460_177_S77 2
3 T5 P14460_185_S85 1
3 T5 P14460_188_S88 1
3 T5 P14460_189_S89 1
3 T5 P14460_192_S92 1
3 T5 P14460_195_S95 1
3 T5 P14460_196_S96 1
3 T6 P14460_101_S1 1
3 T6 P14460_102_S2 2
3 T6 P14460_104_S4 1
3 T6 P14460_105_S5 1
3 T6 P14460_106_S6 1
3 T2 P14460_112_S12 1
3 T2 P14460_114_S14 1
3 T2 P14460_116_S16 1
3 T2 P14460_117_S17 1
3 T2 P14460_119_S19 1
3 T2 P14460_120_S20 1
3 T2 P14460_121_S21 1
3 T2 P14460_122_S22 1
3 T2 P14460_124_S24 1
3 T2 P14460_125_S25 1
3 T2 P14460_126_S26 1
3 T2 P14460_128_S28 1
3 T2 P14460_129_S29 1
3 T2 P14460_130_S30 2
3 T2 P14460_133_S33 1
3 T2 P14460_134_S34 1
3 T2 P14460_135_S35 1
3 T2 P14460_138_S38 1
3 T2 P14460_139_S39 1
3 T2 P14460_141_S41 1
3 T2 P14460_142_S42 1
3 T2 P14460_143_S43 1
3 T2 P14460_144_S44 1
3 T2 P14460_146_S46 1
3 T2 P14460_148_S48 1
3 T2 P14460_149_S49 1
3 T2 P14460_152_S52 2
3 S25 P14460_156_S56 1
3 S25 P14460_160_S60 1
3 S25 P14460_161_S61 1
3 S25 P14460_162_S62 1
3 S25 P14460_164_S64 1
3 S25 P14460_166_S66 1
4 T3 P10853_101_S31 1
4 T3 P10853_104_S34 1
4 T3 P10853_105_S35 1
4 T3 P10853_106_S36 1
4 T3 P10853_107_S37 1
4 T3 P10853_108_S38 1
4 T3 P10853_110_S40 1
4 T3 P10853_111_S41 1
4 T3 P10853_112_S42 1
4 T3 P10853_114_S44 1
4 T3 P10853_115_S45 2
4 T3 P10853_116_S46 1
4 T3 P10853_117_S47 1
4 T3 P10853_118_S48 1
4 T3 P10853_119_S49 1
4 T3 P10853_121_S51 2
4 T3 P10853_122_S52 1
4 T3 P10853_125_S55 2
4 T3 P10853_126_S56 1
4 T3 P10853_127_S57 1
4 T3 P10853_129_S59 2
4 T3 P10853_130_S60 1
4 T4 P10853_133_S63 1
4 T4 P10853_134_S64 1
4 T4 P10853_138_S68 1
4 T4 P10853_140_S70 1
4 T4 P10853_142_S72 1
4 T4 P10853_144_S74 1
4 T4 P10853_148_S77 1
4 T4 P10853_149_S78 1
4 T4 P10853_150_S79 1
4 T4 P10853_152_S81 1
4 T4 P10853_153_S82 1
4 T4 P10853_154_S83 1
4 T4 P10853_155_S84 1
4 T4 P10853_156_S85 1
4 T4 P10853_159_S88 1
4 T4 P10853_161_S90 1
4 T4 P10853_162_S91 1
4 T4 P10853_163_S92 1
4 T5 P10853_166_S95 1
4 T5 P10853_167_S96 1
4 T5 P10853_168_S97 1
4 T5 P10853_171_S100 2
4 T5 P10853_172_S101 1
4 T5 P10853_173_S102 1
4 T5 P10853_177_S105 1
4 T5 P10853_178_S106 1
4 T5 P10853_181_S109 1
4 T5 P10853_184_S112 2
4 T5 P10853_187_S115 1
4 T5 P10853_188_S116 1
4 T5 P10853_190_S118 1
4 T5 P10853_191_S119 1
4 T5 P10853_192_S120 1
4 T5 P10853_193_S121 1
4 T5 P10853_195_S123 1
4 T5 P14460_169_S69 1
4 T5 P14460_170_S70 1
4 T5 P14460_171_S71 1
4 T5 P14460_172_S72 1
4 T5 P14460_175_S75 1
4 T5 P14460_176_S76 1
4 T5 P14460_177_S77 1
4 T5 P14460_178_S78 1
4 T5 P14460_180_S80 1
4 T5 P14460_181_S81 1
4 T5 P14460_182_S82 1
4 T5 P14460_183_S83 1
4 T5 P14460_184_S84 1
4 T5 P14460_185_S85 1
4 T5 P14460_188_S88 1
4 T5 P14460_189_S89 1
4 T5 P14460_190_S90 1
4 T5 P14460_192_S92 1
4 T5 P14460_195_S95 1
4 T5 P14460_196_S96 1
4 T6 P14460_101_S1 1
4 T6 P14460_102_S2 1
4 T6 P14460_104_S4 2
4 T6 P14460_105_S5 1
4 T6 P14460_109_S9 1
4 T6 P14460_110_S10 1
4 T2 P14460_112_S12 1
4 T2 P14460_114_S14 1
4 T2 P14460_116_S16 1
4 T2 P14460_117_S17 1
4 T2 P14460_118_S18 1
4 T2 P14460_121_S21 1
4 T2 P14460_124_S24 1
4 T2 P14460_126_S26 1
4 T2 P14460_127_S27 1
4 T2 P14460_131_S31 1
4 T2 P14460_132_S32 1
4 T2 P14460_135_S35 1
4 T2 P14460_137_S37 1
4 T2 P14460_138_S38 1
4 T2 P14460_139_S39 1
4 T2 P14460_140_S40 1
4 T2 P14460_141_S41 1
4 T2 P14460_142_S42 1
4 T2 P14460_147_S47 1
4 T2 P14460_148_S48 1
4 T2 P14460_149_S49 1
4 T2 P14460_150_S50 1
4 T2 P14460_152_S52 1
4 S25 P14460_155_S55 1
4 S25 P14460_156_S56 1
4 S25 P14460_158_S58 1
4 S25 P14460_160_S60 1
4 S25 P14460_161_S61 1
4 S25 P14460_162_S62 1
4 S25 P14460_163_S63 1
4 S25 P14460_166_S66 1
4 S25 P14460_167_S67 1
5 T3 P10853_101_S31 1
5 T3 P10853_102_S32 1
5 T3 P10853_103_S33 1
5 T3 P10853_104_S34 1
5 T3 P10853_106_S36 1
5 T3 P10853_107_S37 1
5 T3 P10853_108_S38 1
5 T3 P10853_109_S39 2
5 T3 P10853_110_S40 1
5 T3 P10853_113_S43 1
5 T3 P10853_116_S46 1
5 T3 P10853_117_S47 1
5 T3 P10853_118_S48 1
5 T3 P10853_120_S50 1
5 T3 P10853_121_S51 1
5 T3 P10853_122_S52 1
5 T3 P10853_124_S54 1
5 T3 P10853_125_S55 1
5 T3 P10853_126_S56 1
5 T3 P10853_127_S57 1
5 T3 P10853_128_S58 2
5 T3 P10853_129_S59 1
5 T3 P10853_130_S60 1
5 T4 P10853_133_S63 1
5 T4 P10853_134_S64 1
5 T4 P10853_135_S65 1
5 T4 P10853_137_S67 1
5 T4 P10853_138_S68 1
5 T4 P10853_139_S69 1
5 T4 P10853_141_S71 1
5 T4 P10853_142_S72 1
5 T4 P10853_143_S73 1
5 T4 P10853_145_S75 1
5 T4 P10853_148_S77 1
5 T4 P10853_149_S78 1
5 T4 P10853_150_S79 1
5 T4 P10853_151_S80 1
5 T4 P10853_152_S81 1
5 T4 P10853_153_S82 1
5 T4 P10853_154_S83 1
5 T4 P10853_155_S84 1
5 T4 P10853_158_S87 1
5 T4 P10853_159_S88 1
5 T4 P10853_160_S89 1
5 T4 P10853_162_S91 1
5 T4 P10853_163_S92 1
5 T5 P10853_165_S94 1
5 T5 P10853_167_S96 1
5 T5 P10853_169_S98 1
5 T5 P10853_170_S99 1
5 T5 P10853_172_S101 1
5 T5 P10853_173_S102 1
5 T5 P10853_176_S104 1
5 T5 P10853_180_S108 1
5 T5 P10853_183_S111 1
5 T5 P10853_185_S113 1
5 T5 P10853_186_S114 1
5 T5 P10853_187_S115 1
5 T5 P10853_189_S117 1
5 T5 P10853_190_S118 1
5 T5 P10853_192_S120 1
5 T5 P10853_193_S121 1
5 T5 P14460_171_S71 1
5 T5 P14460_174_S74 1
5 T5 P14460_176_S76 1
5 T5 P14460_177_S77 1
5 T5 P14460_178_S78 1
5 T5 P14460_179_S79 1
5 T5 P14460_180_S80 1
5 T5 P14460_181_S81 1
5 T5 P14460_182_S82 2
5 T5 P14460_183_S83 1
5 T5 P14460_185_S85 1
5 T5 P14460_186_S86 1
5 T5 P14460_187_S87 1
5 T5 P14460_189_S89 1
5 T5 P14460_190_S90 1
5 T5 P14460_191_S91 1
5 T5 P14460_192_S92 1
5 T5 P14460_193_S93 1
5 T5 P14460_194_S94 1
5 T5 P14460_195_S95 1
5 T5 P14460_196_S96 1
5 T6 P14460_101_S1 1
5 T6 P14460_102_S2 1
5 T6 P14460_104_S4 1
5 T6 P14460_106_S6 1
5 T6 P14460_108_S8 1
5 T6 P14460_109_S9 1
5 T6 P14460_110_S10 1
5 T2 P14460_113_S13 1
5 T2 P14460_114_S14 1
5 T2 P14460_116_S16 1
5 T2 P14460_117_S17 1
5 T2 P14460_119_S19 1
5 T2 P14460_120_S20 1
5 T2 P14460_121_S21 1
5 T2 P14460_122_S22 1
5 T2 P14460_124_S24 1
5 T2 P14460_125_S25 1
5 T2 P14460_126_S26 1
5 T2 P14460_128_S28 1
5 T2 P14460_129_S29 1
5 T2 P14460_130_S30 1
5 T2 P14460_131_S31 1
5 T2 P14460_136_S36 1
5 T2 P14460_137_S37 1
5 T2 P14460_138_S38 1
5 T2 P14460_139_S39 1
5 T2 P14460_140_S40 1
5 T2 P14460_141_S41 1
5 T2 P14460_143_S43 1
5 T2 P14460_144_S44 1
5 T2 P14460_146_S46 1
5 T2 P14460_147_S47 1
5 T2 P14460_148_S48 1
5 T2 P14460_150_S50 1
5 T2 P14460_151_S51 1
5 T2 P14460_152_S52 1
5 S25 P14460_157_S57 1
5 S25 P14460_158_S58 1
5 S25 P14460_159_S59 1
5 S25 P14460_160_S60 2
5 S25 P14460_162_S62 1
5 S25 P14460_163_S63 1
5 S25 P14460_165_S65 1
5 S25 P14460_167_S67 1
6 T3 P10853_101_S31 1
6 T3 P10853_104_S34 1
6 T3 P10853_107_S37 1
6 T3 P10853_108_S38 1
6 T3 P10853_109_S39 1
6 T3 P10853_110_S40 1
6 T3 P10853_111_S41 1
6 T3 P10853_112_S42 1
6 T3 P10853_114_S44 1
6 T3 P10853_115_S45 1
6 T3 P10853_116_S46 1
6 T3 P10853_118_S48 1
6 T3 P10853_119_S49 1
6 T3 P10853_120_S50 1
6 T3 P10853_123_S53 1
6 T3 P10853_126_S56 1
6 T3 P10853_129_S59 1
6 T3 P10853_130_S60 1
6 T3 P10853_131_S61 1
6 T4 P10853_134_S64 1
6 T4 P10853_135_S65 1
6 T4 P10853_139_S69 1
6 T4 P10853_142_S72 1
6 T4 P10853_147_S76 1
6 T4 P10853_148_S77 1
6 T4 P10853_149_S78 1
6 T4 P10853_153_S82 1
6 T4 P10853_154_S83 1
6 T4 P10853_160_S89 1
6 T4 P10853_163_S92 1
6 T5 P10853_165_S94 1
6 T5 P10853_166_S95 1
6 T5 P10853_167_S96 1
6 T5 P10853_168_S97 1
6 T5 P10853_170_S99 1
6 T5 P10853_171_S100 1
6 T5 P10853_173_S102 1
6 T5 P10853_177_S105 1
6 T5 P10853_180_S108 1
6 T5 P10853_183_S111 1
6 T5 P10853_184_S112 1
6 T5 P10853_186_S114 1
6 T5 P10853_187_S115 1
6 T5 P10853_190_S118 1
6 T5 P10853_191_S119 1
6 T5 P10853_192_S120 1
6 T5 P10853_194_S122 1
6 T5 P10853_195_S123 1
6 T5 P14460_170_S70 1
6 T5 P14460_171_S71 1
6 T5 P14460_177_S77 1
6 T5 P14460_179_S79 1
6 T5 P14460_181_S81 1
6 T5 P14460_185_S85 1
6 T5 P14460_187_S87 1
6 T5 P14460_188_S88 1
6 T5 P14460_191_S91 1
6 T5 P14460_194_S94 1
6 T5 P14460_195_S95 1
6 T6 P14460_103_S3 1
6 T6 P14460_104_S4 1
6 T6 P14460_105_S5 1
6 T6 P14460_107_S7 1
6 T6 P14460_108_S8 1
6 T2 P14460_112_S12 1
6 T2 P14460_113_S13 1
6 T2 P14460_114_S14 1
6 T2 P14460_115_S15 1
6 T2 P14460_116_S16 1
6 T2 P14460_118_S18 1
6 T2 P14460_119_S19 1
6 T2 P14460_121_S21 1
6 T2 P14460_125_S25 1
6 T2 P14460_127_S27 1
6 T2 P14460_129_S29 1
6 T2 P14460_130_S30 1
6 T2 P14460_131_S31 1
6 T2 P14460_134_S34 1
6 T2 P14460_135_S35 1
6 T2 P14460_139_S39 1
6 T2 P14460_144_S44 1
6 T2 P14460_147_S47 1
6 T2 P14460_148_S48 1
6 T2 P14460_149_S49 1
6 T2 P14460_151_S51 1
6 T2 P14460_152_S52 1
6 S25 P14460_154_S54 1
6 S25 P14460_155_S55 1
6 S25 P14460_156_S56 1
6 S25 P14460_157_S57 1
6 S25 P14460_158_S58 1
6 S25 P14460_159_S59 1
6 S25 P14460_162_S62 1
6 S25 P14460_166_S66 1
6 S25 P14460_167_S67 1
7 T3 P10853_101_S31 1
7 T3 P10853_102_S32 1
7 T3 P10853_103_S33 1
7 T3 P10853_104_S34 1
7 T3 P10853_105_S35 1
7 T3 P10853_107_S37 1
7 T3 P10853_108_S38 1
7 T3 P10853_111_S41 1
7 T3 P10853_112_S42 1
7 T3 P10853_115_S45 1
7 T3 P10853_117_S47 1
7 T3 P10853_119_S49 1
7 T3 P10853_120_S50 1
7 T3 P10853_122_S52 1
7 T3 P10853_124_S54 1
7 T3 P10853_126_S56 1
7 T3 P10853_127_S57 1
7 T3 P10853_130_S60 1
7 T3 P10853_131_S61 1
7 T4 P10853_134_S64 1
7 T4 P10853_135_S65 1
7 T4 P10853_140_S70 1
7 T4 P10853_141_S71 1
7 T4 P10853_142_S72 1
7 T4 P10853_143_S73 1
7 T4 P10853_144_S74 1
7 T4 P10853_145_S75 1
7 T4 P10853_147_S76 1
7 T4 P10853_149_S78 1
7 T4 P10853_150_S79 1
7 T4 P10853_151_S80 1
7 T4 P10853_152_S81 1
7 T4 P10853_153_S82 1
7 T4 P10853_154_S83 1
7 T4 P10853_155_S84 1
7 T4 P10853_156_S85 1
7 T4 P10853_159_S88 1
7 T4 P10853_161_S90 1
7 T4 P10853_162_S91 1
7 T4 P10853_163_S92 1
7 T5 P10853_165_S94 1
7 T5 P10853_167_S96 1
7 T5 P10853_169_S98 1
7 T5 P10853_171_S100 1
7 T5 P10853_172_S101 1
7 T5 P10853_173_S102 1
7 T5 P10853_174_S103 1
7 T5 P10853_176_S104 1
7 T5 P10853_178_S106 1
7 T5 P10853_180_S108 1
7 T5 P10853_181_S109 1
7 T5 P10853_183_S111 1
7 T5 P10853_184_S112 1
7 T5 P10853_187_S115 1
7 T5 P10853_188_S116 1
7 T5 P10853_190_S118 1
7 T5 P10853_195_S123 1
7 T5 P14460_169_S69 1
7 T5 P14460_170_S70 1
7 T5 P14460_172_S72 1
7 T5 P14460_174_S74 1
7 T5 P14460_175_S75 1
7 T5 P14460_182_S82 1
7 T5 P14460_183_S83 1
7 T5 P14460_186_S86 1
7 T5 P14460_187_S87 1
7 T5 P14460_188_S88 1
7 T5 P14460_189_S89 1
7 T5 P14460_190_S90 1
7 T5 P14460_193_S93 1
7 T5 P14460_195_S95 1
7 T5 P14460_196_S96 1
7 T6 P14460_101_S1 1
7 T6 P14460_104_S4 1
7 T6 P14460_106_S6 1
7 T6 P14460_107_S7 1
7 T6 P14460_108_S8 1
7 T6 P14460_109_S9 1
7 T2 P14460_113_S13 1
7 T2 P14460_116_S16 1
7 T2 P14460_118_S18 1
7 T2 P14460_120_S20 1
7 T2 P14460_121_S21 1
7 T2 P14460_124_S24 2
7 T2 P14460_125_S25 1
7 T2 P14460_126_S26 1
7 T2 P14460_127_S27 1
7 T2 P14460_128_S28 1
7 T2 P14460_129_S29 1
7 T2 P14460_130_S30 1
7 T2 P14460_132_S32 1
7 T2 P14460_133_S33 1
7 T2 P14460_134_S34 1
7 T2 P14460_135_S35 1
7 T2 P14460_136_S36 1
7 T2 P14460_137_S37 1
7 T2 P14460_138_S38 1
7 T2 P14460_139_S39 1
7 T2 P14460_143_S43 1
7 T2 P14460_145_S45 1
7 T2 P14460_146_S46 1
7 T2 P14460_147_S47 1
7 T2 P14460_148_S48 1
7 T2 P14460_149_S49 1
7 S25 P14460_154_S54 1
7 S25 P14460_155_S55 1
7 S25 P14460_156_S56 1
7 S25 P14460_158_S58 1
7 S25 P14460_159_S59 1
7 S25 P14460_160_S60 1
7 S25 P14460_162_S62 2
7 S25 P14460_163_S63 1
7 S25 P14460_165_S65 1
7 S25 P14460_166_S66 1
7 S25 P14460_167_S67 1
8 T3 P10853_102_S32 1
8 T3 P10853_104_S34 1
8 T3 P10853_105_S35 1
8 T3 P10853_106_S36 1
8 T3 P10853_110_S40 1
8 T3 P10853_113_S43 1
8 T3 P10853_114_S44 1
8 T3 P10853_115_S45 1
8 T3 P10853_117_S47 1
8 T3 P10853_119_S49 1
8 T3 P10853_120_S50 1
8 T3 P10853_121_S51 1
8 T3 P10853_122_S52 1
8 T3 P10853_123_S53 1
8 T3 P10853_124_S54 1
8 T3 P10853_125_S55 1
8 T3 P10853_129_S59 1
8 T3 P10853_131_S61 1
8 T4 P10853_134_S64 1
